"id" "neighbourhood_group" "room_type" "price" "availability_365"
40039 "Brooklyn" "Private room" 250 189
40453 "Manhattan" "Entire home/apt" 250 365
41348 "Brooklyn" "Entire home/apt" 250 0
41513 "Manhattan" "Entire home/apt" 80 0
42580 "Brooklyn" "Private room" 70 336
42729 "Brooklyn" "Entire home/apt" 165 342
42882 "Staten Island" "Private room" 70 312
43957 "Brooklyn" "Private room" 50 37
44096 "Bronx" "Private room" 40 353
44161 "Brooklyn" "Entire home/apt" 150 177
44212 "Manhattan" "Private room" 125 310
44221 "Manhattan" "Entire home/apt" 196 0
44229 "Brooklyn" "Private room" 110 321
44288 "Manhattan" "Entire home/apt" 170 246
44506 "Manhattan" "Entire home/apt" 165 231
45393 "Manhattan" "Entire home/apt" 150 225
45542 "Manhattan" "Entire home/apt" 100 0
45556 "Brooklyn" "Private room" 65 0
45910 "Queens" "Entire home/apt" 350 365
45936 "Manhattan" "Private room" 99 233
45940 "Brooklyn" "Entire home/apt" 200 1
46544 "Brooklyn" "Entire home/apt" 150 18
46723 "Brooklyn" "Private room" 90 343
46911 "Brooklyn" "Private room" 120 250
47199 "Manhattan" "Private room" 75 326
47362 "Brooklyn" "Entire home/apt" 175 364
47370 "Manhattan" "Entire home/apt" 125 0
47926 "Manhattan" "Entire home/apt" 275 299
48719 "Manhattan" "Entire home/apt" 299 207
50447 "Brooklyn" "Entire home/apt" 135 162
51438 "Manhattan" "Private room" 130 0
51485 "Manhattan" "Private room" 83 7
51572 "Manhattan" "Private room" 123 328
51850 "Queens" "Private room" 55 365
53137 "Manhattan" "Entire home/apt" 195 0
53196 "Brooklyn" "Private room" 80 0
53469 "Queens" "Entire home/apt" 98 240
53470 "Queens" "Private room" 140 365
53477 "Queens" "Entire home/apt" 265 365
54158 "Brooklyn" "Entire home/apt" 249 164
54453 "Manhattan" "Shared room" 105 363
54466 "Manhattan" "Private room" 200 365
54508 "Brooklyn" "Private room" 100 250
54544 "Manhattan" "Entire home/apt" 121 247
54626 "Bronx" "Private room" 45 323
54860 "Manhattan" "Private room" 100 192
55467 "Brooklyn" "Entire home/apt" 140 125
55498 "Brooklyn" "Private room" 71 91
55668 "Manhattan" "Private room" 130 75
55737 "Manhattan" "Entire home/apt" 199 286
55959 "Brooklyn" "Private room" 69 60
55982 "Brooklyn" "Private room" 68 0
56467 "Manhattan" "Entire home/apt" 130 192
56525 "Brooklyn" "Entire home/apt" 195 58
56859 "Manhattan" "Private room" 64 245
57166 "Queens" "Entire home/apt" 140 292
57297 "Brooklyn" "Entire home/apt" 159 279
57468 "Manhattan" "Entire home/apt" 189 0
57618 "Manhattan" "Entire home/apt" 250 3
57740 "Manhattan" "Entire home/apt" 239 351
57754 "Manhattan" "Entire home/apt" 305 201
57874 "Manhattan" "Entire home/apt" 155 232
58059 "Manhattan" "Private room" 60 258
58062 "Brooklyn" "Private room" 135 272
58467 "Manhattan" "Private room" 120 341
59014 "Manhattan" "Entire home/apt" 150 244
59121 "Queens" "Entire home/apt" 140 365
59642 "Brooklyn" "Entire home/apt" 135 12
59709 "Manhattan" "Entire home/apt" 250 265
59855 "Manhattan" "Entire home/apt" 250 0
60164 "Manhattan" "Entire home/apt" 500 329
60457 "Manhattan" "Entire home/apt" 225 91
60611 "Manhattan" "Entire home/apt" 125 365
60666 "Manhattan" "Private room" 92 253
60673 "Manhattan" "Private room" 175 365
60680 "Manhattan" "Entire home/apt" 99 320
60794 "Manhattan" "Entire home/apt" 195 0
60948 "Manhattan" "Entire home/apt" 140 192
61167 "Manhattan" "Entire home/apt" 135 0
61224 "Manhattan" "Entire home/apt" 500 348
61406 "Manhattan" "Private room" 80 0
61492 "Manhattan" "Private room" 120 353
61509 "Manhattan" "Entire home/apt" 110 140
62095 "Brooklyn" "Entire home/apt" 65 2
62427 "Manhattan" "Entire home/apt" 130 56
62430 "Brooklyn" "Entire home/apt" 99 68
62452 "Staten Island" "Private room" 36 360
62461 "Staten Island" "Private room" 37 0
62787 "Staten Island" "Private room" 37 320
62891 "Manhattan" "Entire home/apt" 175 326
62903 "Manhattan" "Entire home/apt" 205 76
62925 "Brooklyn" "Entire home/apt" 285 279
63299 "Brooklyn" "Private room" 59 15
63320 "Staten Island" "Private room" 36 340
63360 "Queens" "Entire home/apt" 99 226
63546 "Brooklyn" "Private room" 39 365
63573 "Brooklyn" "Private room" 60 0
63588 "Bronx" "Private room" 90 349
63610 "Bronx" "Entire home/apt" 105 365
63657 "Brooklyn" "Entire home/apt" 135 11
63693 "Manhattan" "Entire home/apt" 390 316
63719 "Brooklyn" "Private room" 70 281
63913 "Manhattan" "Private room" 75 323
64000 "Brooklyn" "Private room" 60 362
64015 "Manhattan" "Entire home/apt" 200 0
64107 "Brooklyn" "Private room" 100 301
64277 "Brooklyn" "Private room" 70 189
64314 "Brooklyn" "Private room" 110 0
64365 "Brooklyn" "Private room" 60 287
64707 "Manhattan" "Entire home/apt" 90 14
64837 "Manhattan" "Private room" 68 86
65019 "Manhattan" "Entire home/apt" 115 261
65268 "Brooklyn" "Private room" 75 68
65556 "Brooklyn" "Private room" 60 0
65562 "Manhattan" "Entire home/apt" 129 231
65615 "Brooklyn" "Entire home/apt" 130 152
65660 "Brooklyn" "Entire home/apt" 95 46
65813 "Manhattan" "Private room" 75 364
65834 "Brooklyn" "Entire home/apt" 175 246
66008 "Brooklyn" "Entire home/apt" 190 288
66026 "Brooklyn" "Private room" 49 331
66251 "Manhattan" "Entire home/apt" 212 51
66275 "Manhattan" "Private room" 95 364
66451 "Brooklyn" "Entire home/apt" 140 254
66718 "Manhattan" "Entire home/apt" 135 189
66741 "Brooklyn" "Entire home/apt" 150 263
66974 "Brooklyn" "Entire home/apt" 190 258
67288 "Manhattan" "Entire home/apt" 124 103
67299 "Brooklyn" "Entire home/apt" 135 42
67397 "Manhattan" "Private room" 122 246
68099 "Manhattan" "Private room" 109 364
68305 "Manhattan" "Private room" 85 318
68403 "Brooklyn" "Entire home/apt" 145 72
68735 "Manhattan" "Entire home/apt" 195 249
68765 "Brooklyn" "Entire home/apt" 250 272
68900 "Brooklyn" "Private room" 125 325
68974 "Manhattan" "Entire home/apt" 575 298
69894 "Manhattan" "Entire home/apt" 150 35
69921 "Brooklyn" "Private room" 70 203
70095 "Manhattan" "Private room" 90 132
70128 "Manhattan" "Private room" 65 5
70609 "Manhattan" "Entire home/apt" 500 297
71010 "Manhattan" "Entire home/apt" 250 276
71248 "Manhattan" "Entire home/apt" 125 102
71366 "Manhattan" "Entire home/apt" 200 251
71384 "Brooklyn" "Entire home/apt" 229 188
71812 "Bronx" "Entire home/apt" 90 346
72190 "Manhattan" "Entire home/apt" 110 0
72265 "Brooklyn" "Private room" 59 15
74073 "Brooklyn" "Entire home/apt" 195 71
74240 "Brooklyn" "Entire home/apt" 169 215
74333 "Manhattan" "Entire home/apt" 113 253
74404 "Manhattan" "Entire home/apt" 250 78
74680 "Queens" "Entire home/apt" 115 257
74860 "Brooklyn" "Private room" 55 0
75193 "Brooklyn" "Private room" 69 8
75635 "Manhattan" "Entire home/apt" 150 191
76761 "Brooklyn" "Entire home/apt" 169 182
77765 "Brooklyn" "Private room" 179 79
77936 "Manhattan" "Private room" 150 49
78919 "Brooklyn" "Entire home/apt" 135 0
79067 "Brooklyn" "Entire home/apt" 350 156
79782 "Brooklyn" "Private room" 120 343
80493 "Manhattan" "Private room" 71 200
80684 "Brooklyn" "Private room" 349 60
80700 "Brooklyn" "Private room" 349 60
80924 "Brooklyn" "Entire home/apt" 165 189
81739 "Brooklyn" "Private room" 249 60
82549 "Brooklyn" "Private room" 100 0
82550 "Brooklyn" "Entire home/apt" 200 106
82638 "Manhattan" "Entire home/apt" 169 276
82928 "Brooklyn" "Entire home/apt" 185 248
83243 "Brooklyn" "Entire home/apt" 65 194
83446 "Brooklyn" "Entire home/apt" 130 135
83722 "Brooklyn" "Entire home/apt" 199 30
83847 "Manhattan" "Entire home/apt" 225 0
84010 "Brooklyn" "Private room" 179 81
84059 "Brooklyn" "Entire home/apt" 150 0
84659 "Manhattan" "Entire home/apt" 139 142
84905 "Manhattan" "Private room" 95 60
85094 "Brooklyn" "Entire home/apt" 79 179
86215 "Manhattan" "Entire home/apt" 150 52
89427 "Brooklyn" "Entire home/apt" 650 365
89621 "Brooklyn" "Entire home/apt" 90 324
93313 "Brooklyn" "Entire home/apt" 120 237
94035 "Queens" "Private room" 80 365
94209 "Brooklyn" "Entire home/apt" 100 365
94477 "Brooklyn" "Entire home/apt" 175 204
94783 "Brooklyn" "Entire home/apt" 120 272
95747 "Brooklyn" "Entire home/apt" 140 0
95883 "Brooklyn" "Entire home/apt" 200 9
96471 "Brooklyn" "Private room" 165 365
98330 "Manhattan" "Entire home/apt" 125 181
98663 "Manhattan" "Entire home/apt" 130 189
99070 "Manhattan" "Shared room" 65 0
99085 "Brooklyn" "Entire home/apt" 123 189
100002 "Manhattan" "Private room" 67 296
100184 "Queens" "Private room" 50 88
100186 "Brooklyn" "Entire home/apt" 130 35
101053 "Brooklyn" "Private room" 100 0
102995 "Manhattan" "Entire home/apt" 212 35
103161 "Brooklyn" "Entire home/apt" 190 359
103311 "Brooklyn" "Private room" 599 60
103806 "Manhattan" "Entire home/apt" 249 365
105469 "Queens" "Private room" 70 335
105510 "Brooklyn" "Entire home/apt" 100 282
106363 "Manhattan" "Private room" 60 247
106647 "Brooklyn" "Entire home/apt" 135 102
107630 "Brooklyn" "Entire home/apt" 175 274
107895 "Manhattan" "Entire home/apt" 120 201
110739 "Manhattan" "Entire home/apt" 169 98
112100 "Brooklyn" "Entire home/apt" 165 157
112304 "Manhattan" "Private room" 90 0
112359 "Manhattan" "Entire home/apt" 225 312
112435 "Brooklyn" "Private room" 95 331
113265 "Brooklyn" "Private room" 55 275
113945 "Manhattan" "Private room" 85 174
114123 "Brooklyn" "Entire home/apt" 199 223
114229 "Manhattan" "Entire home/apt" 211 361
114969 "Manhattan" "Entire home/apt" 145 0
115535 "Manhattan" "Private room" 65 283
115678 "Manhattan" "Entire home/apt" 99 220
115748 "Queens" "Entire home/apt" 110 363
116940 "Brooklyn" "Entire home/apt" 80 315
117425 "Brooklyn" "Entire home/apt" 150 281
118061 "Brooklyn" "Entire home/apt" 110 283
118430 "Manhattan" "Private room" 290 20
118680 "Manhattan" "Private room" 87 0
120362 "Brooklyn" "Entire home/apt" 190 331
121687 "Brooklyn" "Entire home/apt" 200 36
121861 "Brooklyn" "Entire home/apt" 165 7
123784 "Manhattan" "Entire home/apt" 110 301
125053 "Manhattan" "Entire home/apt" 395 170
125163 "Brooklyn" "Private room" 99 307
125594 "Brooklyn" "Private room" 39 365
126443 "Manhattan" "Entire home/apt" 189 201
126816 "Manhattan" "Private room" 85 0
127387 "Brooklyn" "Entire home/apt" 260 316
128975 "Manhattan" "Entire home/apt" 122 271
131154 "Brooklyn" "Entire home/apt" 165 139
132516 "Queens" "Entire home/apt" 97 209
132570 "Manhattan" "Entire home/apt" 170 0
132695 "Brooklyn" "Entire home/apt" 125 0
133025 "Manhattan" "Private room" 130 193
134934 "Brooklyn" "Entire home/apt" 225 52
135393 "Brooklyn" "Private room" 50 136
135465 "Brooklyn" "Entire home/apt" 170 286
135706 "Manhattan" "Entire home/apt" 132 0
136493 "Brooklyn" "Entire home/apt" 250 18
138216 "Brooklyn" "Entire home/apt" 141 9
139624 "Brooklyn" "Entire home/apt" 64 3
140133 "Brooklyn" "Entire home/apt" 249 277
140425 "Brooklyn" "Private room" 79 0
140973 "Manhattan" "Entire home/apt" 185 233
141154 "Brooklyn" "Entire home/apt" 120 221
141335 "Brooklyn" "Entire home/apt" 495 355
141890 "Manhattan" "Entire home/apt" 375 0
141984 "Manhattan" "Entire home/apt" 175 277
142069 "Manhattan" "Entire home/apt" 150 0
144087 "Manhattan" "Entire home/apt" 259 343
144148 "Manhattan" "Private room" 96 0
145064 "Brooklyn" "Entire home/apt" 145 0
145188 "Manhattan" "Entire home/apt" 200 0
145994 "Manhattan" "Entire home/apt" 95 0
146754 "Brooklyn" "Entire home/apt" 250 188
147586 "Manhattan" "Entire home/apt" 295 264
148201 "Manhattan" "Entire home/apt" 175 0
148259 "Brooklyn" "Entire home/apt" 451 331
148825 "Manhattan" "Entire home/apt" 165 236
149287 "Manhattan" "Entire home/apt" 250 0
149777 "Bronx" "Entire home/apt" 77 309
150804 "Manhattan" "Entire home/apt" 250 0
151199 "Queens" "Entire home/apt" 129 245
151478 "Brooklyn" "Private room" 98 0
152071 "Brooklyn" "Entire home/apt" 150 8
152078 "Manhattan" "Private room" 95 359
152259 "Manhattan" "Private room" 55 333
152263 "Manhattan" "Entire home/apt" 300 258
152520 "Queens" "Private room" 42 236
153405 "Brooklyn" "Entire home/apt" 125 22
153780 "Manhattan" "Private room" 175 236
154934 "Manhattan" "Private room" 75 365
155296 "Brooklyn" "Entire home/apt" 255 89
157673 "Brooklyn" "Entire home/apt" 72 164
158061 "Brooklyn" "Private room" 165 311
158176 "Brooklyn" "Entire home/apt" 165 23
158290 "Brooklyn" "Private room" 75 365
158913 "Brooklyn" "Entire home/apt" 130 0
158955 "Brooklyn" "Entire home/apt" 139 222
159749 "Brooklyn" "Private room" 88 238
159815 "Brooklyn" "Private room" 80 218
159913 "Manhattan" "Private room" 150 0
160609 "Manhattan" "Entire home/apt" 200 0
160994 "Manhattan" "Entire home/apt" 200 235
161366 "Queens" "Private room" 42 246
161394 "Brooklyn" "Private room" 90 0
161996 "Manhattan" "Entire home/apt" 295 247
162493 "Brooklyn" "Entire home/apt" 450 15
162508 "Brooklyn" "Entire home/apt" 130 119
163627 "Brooklyn" "Private room" 89 0
163809 "Manhattan" "Entire home/apt" 198 234
163814 "Manhattan" "Entire home/apt" 99 257
163836 "Brooklyn" "Private room" 46 350
164989 "Manhattan" "Private room" 140 221
165080 "Brooklyn" "Entire home/apt" 500 0
165461 "Manhattan" "Private room" 75 201
165824 "Queens" "Private room" 33 161
166006 "Manhattan" "Entire home/apt" 250 259
166172 "Brooklyn" "Private room" 60 0
166541 "Manhattan" "Private room" 75 222
166983 "Brooklyn" "Entire home/apt" 350 0
167013 "Manhattan" "Entire home/apt" 205 76
167017 "Brooklyn" "Entire home/apt" 219 0
167222 "Brooklyn" "Private room" 60 258
167482 "Manhattan" "Entire home/apt" 185 14
168084 "Manhattan" "Entire home/apt" 190 27
168123 "Brooklyn" "Entire home/apt" 105 167
168546 "Manhattan" "Entire home/apt" 250 68
168810 "Manhattan" "Entire home/apt" 175 358
169002 "Manhattan" "Private room" 65 59
169152 "Brooklyn" "Entire home/apt" 75 0
169306 "Bronx" "Private room" 37 232
169464 "Brooklyn" "Entire home/apt" 85 15
169483 "Brooklyn" "Entire home/apt" 106 0
170420 "Manhattan" "Entire home/apt" 79 0
170761 "Brooklyn" "Private room" 85 161
171776 "Manhattan" "Private room" 170 88
172700 "Manhattan" "Private room" 115 337
172870 "Manhattan" "Private room" 89 247
173072 "Manhattan" "Shared room" 49 248
173151 "Brooklyn" "Private room" 91 287
173742 "Manhattan" "Entire home/apt" 400 304
174527 "Brooklyn" "Entire home/apt" 150 0
174966 "Manhattan" "Entire home/apt" 2000 0
176135 "Brooklyn" "Entire home/apt" 97 193
176653 "Manhattan" "Private room" 100 43
176962 "Brooklyn" "Entire home/apt" 179 25
177421 "Brooklyn" "Entire home/apt" 500 127
177495 "Manhattan" "Entire home/apt" 429 0
177606 "Manhattan" "Entire home/apt" 189 303
179670 "Manhattan" "Private room" 120 345
179741 "Manhattan" "Entire home/apt" 300 115
180507 "Queens" "Entire home/apt" 107 200
180792 "Queens" "Entire home/apt" 95 271
181972 "Manhattan" "Entire home/apt" 199 12
182069 "Manhattan" "Entire home/apt" 120 268
182095 "Manhattan" "Entire home/apt" 199 89
182177 "Bronx" "Entire home/apt" 125 347
182649 "Brooklyn" "Private room" 70 37
185266 "Brooklyn" "Private room" 75 0
187488 "Manhattan" "Private room" 100 359
187566 "Brooklyn" "Entire home/apt" 99 287
187986 "Manhattan" "Entire home/apt" 250 0
188146 "Brooklyn" "Entire home/apt" 350 233
188661 "Brooklyn" "Entire home/apt" 170 129
188674 "Manhattan" "Entire home/apt" 165 0
189135 "Manhattan" "Private room" 99 353
189181 "Manhattan" "Private room" 255 365
189732 "Brooklyn" "Entire home/apt" 169 297
189787 "Brooklyn" "Entire home/apt" 99 56
190267 "Manhattan" "Entire home/apt" 169 44
190542 "Brooklyn" "Entire home/apt" 160 355
190968 "Brooklyn" "Entire home/apt" 215 156
190974 "Brooklyn" "Entire home/apt" 130 273
191075 "Manhattan" "Private room" 110 274
193105 "Manhattan" "Private room" 150 258
193333 "Brooklyn" "Private room" 65 276
193393 "Queens" "Private room" 75 65
193853 "Manhattan" "Entire home/apt" 149 0
194154 "Manhattan" "Private room" 89 180
195123 "Manhattan" "Private room" 50 343
195233 "Brooklyn" "Private room" 43 43
195240 "Brooklyn" "Private room" 42 96
195578 "Brooklyn" "Private room" 85 59
195971 "Brooklyn" "Entire home/apt" 139 255
195989 "Brooklyn" "Private room" 105 252
196010 "Brooklyn" "Entire home/apt" 265 0
197155 "Manhattan" "Entire home/apt" 149 20
197753 "Manhattan" "Private room" 68 188
197942 "Brooklyn" "Entire home/apt" 99 304
199195 "Manhattan" "Private room" 75 38
199312 "Brooklyn" "Private room" 100 254
200645 "Manhattan" "Shared room" 90 0
200955 "Manhattan" "Entire home/apt" 160 46
201992 "Brooklyn" "Entire home/apt" 190 328
202273 "Brooklyn" "Private room" 67 0
203901 "Manhattan" "Entire home/apt" 190 0
204065 "Brooklyn" "Entire home/apt" 248 199
204833 "Brooklyn" "Private room" 100 249
204959 "Manhattan" "Private room" 95 64
205043 "Manhattan" "Private room" 150 111
205485 "Brooklyn" "Entire home/apt" 145 287
205735 "Brooklyn" "Private room" 41 286
205867 "Brooklyn" "Entire home/apt" 120 263
206071 "Bronx" "Private room" 50 276
206316 "Brooklyn" "Entire home/apt" 157 0
206772 "Brooklyn" "Entire home/apt" 195 263
206957 "Brooklyn" "Entire home/apt" 70 90
208148 "Brooklyn" "Entire home/apt" 185 0
208889 "Brooklyn" "Entire home/apt" 145 11
209310 "Queens" "Private room" 50 287
211078 "Brooklyn" "Entire home/apt" 185 1
211974 "Manhattan" "Entire home/apt" 250 0
212109 "Manhattan" "Private room" 80 338
212178 "Manhattan" "Entire home/apt" 230 44
212544 "Brooklyn" "Entire home/apt" 100 0
213272 "Brooklyn" "Private room" 40 5
213330 "Manhattan" "Private room" 200 0
214917 "Staten Island" "Private room" 80 158
215560 "Brooklyn" "Private room" 79 192
215784 "Queens" "Entire home/apt" 95 358
215907 "Manhattan" "Entire home/apt" 300 31
217580 "Brooklyn" "Entire home/apt" 100 241
218358 "Manhattan" "Private room" 80 285
219066 "Brooklyn" "Entire home/apt" 110 183
219482 "Brooklyn" "Entire home/apt" 172 189
219793 "Manhattan" "Entire home/apt" 199 162
219818 "Manhattan" "Entire home/apt" 199 158
219922 "Manhattan" "Private room" 100 84
220351 "Manhattan" "Private room" 55 260
220563 "Brooklyn" "Private room" 75 0
220946 "Manhattan" "Entire home/apt" 146 166
221043 "Manhattan" "Private room" 250 0
221097 "Brooklyn" "Entire home/apt" 116 335
221618 "Manhattan" "Private room" 150 90
222054 "Brooklyn" "Private room" 120 342
222304 "Manhattan" "Entire home/apt" 199 28
223930 "Brooklyn" "Entire home/apt" 150 363
224004 "Manhattan" "Private room" 69 86
224006 "Manhattan" "Private room" 300 83
224510 "Brooklyn" "Entire home/apt" 230 0
225297 "Manhattan" "Entire home/apt" 125 0
225306 "Brooklyn" "Private room" 79 264
225887 "Brooklyn" "Private room" 130 305
225926 "Brooklyn" "Private room" 239 356
225976 "Staten Island" "Entire home/apt" 75 278
226021 "Brooklyn" "Entire home/apt" 220 135
227715 "Brooklyn" "Entire home/apt" 80 308
227735 "Manhattan" "Entire home/apt" 288 229
228317 "Brooklyn" "Entire home/apt" 135 273
228496 "Manhattan" "Entire home/apt" 225 83
228517 "Manhattan" "Private room" 110 281
228925 "Brooklyn" "Entire home/apt" 100 321
228979 "Manhattan" "Private room" 130 303
229367 "Manhattan" "Private room" 89 192
229874 "Brooklyn" "Entire home/apt" 200 0
230321 "Brooklyn" "Entire home/apt" 80 36
230854 "Bronx" "Private room" 50 271
230877 "Manhattan" "Entire home/apt" 135 341
230956 "Manhattan" "Private room" 90 333
231414 "Manhattan" "Private room" 270 210
